"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZAF","South Africa","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,118.233248161439,,
"ZAF","South Africa","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,119.091085495013,,
"ZAF","South Africa","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,120.166880156617,,
"ZAF","South Africa","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,120.770392912035,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.336723963974,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,104.130374334589,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.004779998339,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,106.377714528482,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,108.540156264841,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,109.828507147555,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,111.436000046815,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,113.161506120897,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,114.096518674431,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,116.009646490298,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,117.808480700551,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,118.942258957192,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,120.059625155439,,
"ESP","Spain","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,120.44159491888,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,102.729923416497,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,103.952382821524,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.772218329735,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,107.615475432244,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,109.572613856366,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,111.805451187811,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,113.595968194803,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,116.75596676102,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,119.786419002092,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,122.1336234502,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,125.111967980763,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,127.407989566616,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,129.534378324783,,
"NLD","Netherlands","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,132.305665196132,,
"GBR","United Kingdom","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.485371052602,,
"GBR","United Kingdom","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.488972001422,,
"GBR","United Kingdom","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,101.773547253674,,
"GBR","United Kingdom","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,102.150385123444,,
"GBR","United Kingdom","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,102.707377566784,,
"GBR","United Kingdom","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,102.616898832031,,
"GBR","United Kingdom","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,102.709817886301,,
"GBR","United Kingdom","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,102.763206389715,,
